aX,aY,aZ,gX,gY,gZ
0.721,-0.291,-0.734,-4.639,49.011,-17.456
0.703,-0.297,-0.727,4.089,45.044,-19.104
0.699,-0.314,-0.733,8.057,40.71,-21.851
0.717,-0.342,-0.766,12.695,37.17,-23.437
0.74,-0.354,-0.781,16.602,33.203,-23.804
0.741,-0.394,-0.79,21.667,27.283,-22.156
0.73,-0.407,-0.728,21.912,20.569,-18.25
0.735,-0.398,-0.784,30.823,16.968,-14.587
0.709,-0.385,-0.734,29.175,12.024,-11.292
0.697,-0.356,-0.7,13.062,9.033,-6.714
0.714,-0.327,-0.68,8.301,7.08,-4.7
0.715,-0.313,-0.659,7.996,6.042,-6.104
0.719,-0.307,-0.655,9.583,5.31,-7.69
0.732,-0.307,-0.655,9.033,3.845,-9.46
0.741,-0.334,-0.657,7.202,2.502,-10.376
0.77,-0.342,-0.66,6.287,2.014,-9.338
0.787,-0.352,-0.665,5.371,0.488,-6.897
0.796,-0.358,-0.664,4.15,-2.258,-3.906
0.799,-0.358,-0.661,3.845,-5.005,-0.61
0.792,-0.354,-0.646,3.54,-7.812,2.808
0.772,-0.343,-0.618,2.38,-10.864,5.676
0.757,-0.322,-0.582,2.075,-12.268,6.653
0.752,-0.303,-0.554,2.502,-11.047,6.104
0.675,-0.272,-0.564,2.441,-8.24,5.249
0.819,-0.284,-0.493,-0.854,-1.221,7.385
0.794,-0.278,-0.524,2.991,-2.808,0.427
0.809,-0.268,-0.53,1.77,-2.563,-3.601
0.829,-0.291,-0.542,3.662,-2.014,-4.028
0.829,-0.304,-0.555,3.601,-2.319,-3.723
0.823,-0.312,-0.547,2.38,-3.235,-2.869
0.82,-0.322,-0.545,2.136,-3.845,-1.77
0.818,-0.321,-0.542,1.77,-3.601,-0.916
0.812,-0.331,-0.54,2.014,-3.113,-0.244
0.803,-0.322,-0.529,2.075,-3.052,0.793
0.783,-0.311,-0.516,2.136,-1.648,1.099
0.775,-0.294,-0.517,1.526,0.793,0.793
0.779,-0.275,-0.525,0.671,3.052,-0.854
0.78,-0.27,-0.54,-0.488,4.517,-2.747
0.781,-0.271,-0.561,-1.16,5.066,-4.089
0.788,-0.285,-0.586,-1.587,4.761,-5.554
0.806,-0.314,-0.612,-0.732,3.845,-5.92
0.822,-0.347,-0.642,1.77,1.709,-5.005
0.828,-0.366,-0.651,4.578,-1.648,-3.174
0.809,-0.369,-0.627,5.92,-5.432,-0.061
0.78,-0.353,-0.589,6.104,-7.385,3.54
0.763,-0.332,-0.56,6.592,-7.385,5.127
0.759,-0.314,-0.546,5.798,-5.981,5.005
0.767,-0.295,-0.545,4.028,-4.15,4.028
0.77,-0.284,-0.55,3.54,-2.625,2.502
0.777,-0.284,-0.559,4.211,-1.709,0.549
0.787,-0.286,-0.567,4.639,-1.16,-1.16
0.793,-0.296,-0.577,5.371,-1.038,-2.258
,,,,,
0.246,0.446,2.223,-27.161,86.609,7.324
0.183,0.608,2.245,-50.11,110.413,20.325
0.108,0.767,2.237,-69.397,133.057,22.217
0.062,0.899,2.216,-84.595,155.273,15.747
0.001,0.953,2.187,-95.825,175.659,5.798
-0.043,0.878,2.192,-102.234,198.181,-2.563
-0.053,0.724,2.185,-103.699,229.004,-0.732
-0.093,0.665,2.081,-93.506,270.386,14.526
-0.137,0.691,1.823,-55.847,313.843,31.799
-0.132,0.76,1.498,11.597,343.384,42.297
-0.116,0.772,1.365,93.75,344.055,41.321
-0.138,0.761,1.454,151.001,326.294,31.25
-0.228,0.731,1.608,149.658,313.11,16.968
-0.264,0.639,1.679,109.131,311.707,0.244
-0.294,0.487,1.573,71.838,321.838,-16.724
-0.309,0.297,1.405,57.617,333.252,-31.189
-0.301,0.126,1.263,53.284,342.834,-37.231
-0.298,0.082,1.107,54.81,348.511,-35.522
-0.32,0.021,1.011,67.871,355.408,-34.973
-0.346,-0.098,0.919,76.05,363.037,-34.607
-0.33,-0.199,0.753,76.416,371.887,-31.25
-0.309,-0.29,0.593,71.777,380.31,-21.729
-0.291,-0.309,0.42,63.782,384.827,-7.996
-0.255,-0.278,0.24,55.237,382.08,5.432
-0.207,-0.193,0.067,40.955,374.695,16.174
-0.162,-0.142,-0.113,14.343,362.366,21.24
-0.089,-0.131,-0.27,-25.94,343.262,23.743
-0.064,-0.126,-0.432,-65.857,315.796,28.381
-0.014,-0.086,-0.523,-93.75,282.471,33.386
0.025,-0.053,-0.553,-110.107,250.549,35.706
0.068,-0.026,-0.557,-115.54,225.647,36.133
0.127,0.044,-0.587,-112.488,209.9,34.424
0.171,0.122,-0.594,-105.835,202.148,29.419
0.184,0.177,-0.617,-95.642,199.219,20.508
0.191,0.171,-0.646,-87.28,200.5,9.46
0.219,0.142,-0.721,-80.566,204.224,0.366
0.255,0.14,-0.829,-75.5,205.872,-4.7
0.291,0.132,-0.953,-71.411,202.393,-7.202
0.346,0.13,-1.08,-70.251,194.336,-10.437
0.381,0.088,-1.181,-65.918,182.983,-14.709
0.397,0.041,-1.246,-58.289,170.471,-17.7
0.43,0.007,-1.285,-49.561,157.715,-18.616
0.444,-0.017,-1.303,-39.612,145.02,-15.686
0.454,-0.027,-1.303,-30.457,132.935,-9.583
0.464,-0.01,-1.299,-23.193,121.521,-2.258
0.48,0.022,-1.305,-21.179,109.863,6.836
0.493,0.065,-1.308,-19.958,96.924,15.015
0.516,0.119,-1.298,-15.503,84.29,18.677
0.536,0.144,-1.256,-7.69,73.853,16.479
0.552,0.153,-1.206,2.258,65.674,11.108
0.572,0.171,-1.153,10.803,59.937,4.883
0.593,0.191,-1.102,15.442,54.016,-0.244
0.603,0.193,-1.055,15.076,46.692,-4.7
0.616,0.178,-1.022,8.118,37.903,-8.545
0.627,0.154,-0.989,-2.991,27.405,-9.644
0.634,0.099,-0.942,-13.123,16.357,-8.24
0.644,0.054,-0.9,-21.912,6.226,-3.723
0.649,0.032,-0.87,-26.489,0.549,3.845
0.667,0.048,-0.841,-23.621,-1.953,13.367
0.695,0.07,-0.824,-13.733,-2.136,19.958
0.714,0.112,-0.791,-3.723,-0.549,23.621
0.715,0.158,-0.769,6.775,2.319,24.475
0.761,0.221,-0.747,12.878,3.479,21.24
0.711,0.249,-0.732,13.123,2.563,16.541
0.707,0.272,-0.745,7.629,1.404,10.132
0.7,0.285,-0.765,-1.831,-2.38,3.357
0.68,0.273,-0.77,-8.301,-8.362,-2.197
0.672,0.235,-0.76,-13.367,-15.32,-6.47
0.68,0.195,-0.736,-16.235,-20.508,-8.484
0.689,0.177,-0.717,-15.869,-22.278,-8.301
0.703,0.165,-0.688,-11.414,-22.705,-6.958
0.728,0.153,-0.667,-5.737,-20.142,-5.249
0.746,0.168,-0.653,-0.61,-16.235,-4.272
0.76,0.175,-0.642,4.578,-12.512,-4.7
0.771,0.179,-0.639,7.507,-9.949,-6.348
0.779,0.174,-0.634,8.484,-7.812,-9.094
0.787,0.159,-0.631,9.155,-7.019,-11.841
0.79,0.143,-0.621,8.362,-7.019,-13.733
0.791,0.123,-0.614,8.179,-7.263,-14.282
0.794,0.111,-0.608,7.263,-7.202,-13.367
0.789,0.099,-0.602,6.897,-6.714,-10.925
0.793,0.089,-0.601,7.507,-5.676,-8.118
0.801,0.082,-0.596,8.24,-4.639,-4.211
0.803,0.092,-0.596,8.667,-3.54,0.183
0.805,0.114,-0.598,10.193,-2.747,4.517
0.808,0.143,-0.597,10.803,-1.648,7.141
0.803,0.173,-0.595,10.315,-1.16,7.08
0.793,0.193,-0.6,8.057,-0.427,4.883
0.783,0.197,-0.609,4.456,0.183,1.465
0.767,0.189,-0.621,1.465,0,-2.136
0.756,0.173,-0.631,1.038,0,-4.028
0.748,0.151,-0.634,1.099,0.366,-4.761
0.752,0.139,-0.645,1.648,0.977,-3.906
0.761,0.141,-0.643,2.686,1.038,-1.831
0.763,0.155,-0.646,4.761,1.343,-0.183
0.766,0.161,-0.644,6.775,1.648,1.038
0.772,0.167,-0.643,7.324,2.136,1.343
0.775,0.172,-0.642,7.446,2.747,0.671
0.772,0.174,-0.642,7.446,3.174,-0.244
0.77,0.175,-0.65,7.385,2.93,-1.465
0.764,0.181,-0.653,5.676,2.075,-2.258
0.763,0.178,-0.651,5.127,0.732,-2.869
0.755,0.172,-0.647,4.211,0.122,-3.174
0.754,0.165,-0.643,3.174,-0.549,-2.991
0.756,0.153,-0.637,3.784,-0.671,-2.686
0.757,0.147,-0.64,4.761,0.183,-1.587
0.76,0.156,-0.642,5.798,1.282,0
0.763,0.163,-0.642,7.202,1.831,1.526
0.77,0.176,-0.644,8.118,2.258,1.831
0.766,0.183,-0.643,7.751,1.831,1.099
0.761,0.188,-0.648,6.958,1.404,0
0.762,0.191,-0.649,4.883,0.61,-1.343
0.758,0.195,-0.651,3.174,-0.854,-2.258
0.761,0.189,-0.648,4.028,-2.808,-3.418
0.756,0.173,-0.636,1.953,-2.686,-4.15
0.757,0.154,-0.625,2.136,-3.845,-3.784
0.765,0.145,-0.624,3.174,-2.258,-3.357
0.768,0.148,-0.626,2.991,-0.427,-0.732
0.772,0.158,-0.629,7.08,0.366,0.549
