aX,aY,aZ,gX,gY,gZ
-0.325,-0.140,0.950,4.456,-0.916,2.258
-0.330,-0.142,0.944,4.333,-1.282,1.709
-0.334,-0.146,0.937,4.333,-1.770,1.587

-0.415,0.966,-1.370,17.700,49.011,55.969
-0.317,1.057,-1.524,16.357,58.655,69.519
-0.214,1.199,-1.772,24.597,76.843,92.224
-0.110,1.230,-2.003,28.076,105.896,118.347
-0.031,1.230,-2.167,18.738,153.992,146.545
0.066,1.172,-2.162,-10.986,219.116,175.110
0.306,1.096,-1.917,-57.678,284.790,204.529
0.486,1.038,-1.579,-102.783,338.013,231.262
0.651,0.830,-1.018,-150.879,370.605,248.779
0.771,0.646,-0.490,-171.509,390.381,253.723
0.857,0.422,-0.115,-155.762,402.649,242.310
0.896,0.204,0.164,-131.836,402.405,217.957
0.914,-0.098,0.471,-112.793,390.686,181.091
0.788,-0.391,0.880,-111.572,373.840,133.728
0.533,-0.655,1.264,-124.390,360.535,80.811
0.149,-0.762,1.589,-146.545,352.661,39.917
-0.329,-0.782,2.011,-178.894,352.234,24.963
-0.332,-0.630,2.232,-196.350,361.755,42.603
-0.261,-0.466,2.350,-188.843,350.403,66.772
-0.291,-0.328,2.339,-160.278,317.261,80.688
-0.348,-0.286,2.217,-105.469,287.354,89.844
-0.409,-0.372,2.140,-43.884,270.874,100.159
-0.445,-0.527,2.094,-4.700,258.179,109.924
-0.434,-0.655,2.109,7.202,230.713,110.840
-0.476,-0.751,2.129,-0.793,195.251,103.638
-0.501,-0.781,2.102,-19.287,164.795,87.891
-0.524,-0.739,2.005,-33.630,139.893,68.909
-0.548,-0.688,1.850,-42.847,116.882,52.185
-0.521,-0.608,1.659,-52.368,95.520,39.734
-0.511,-0.488,1.486,-62.073,73.792,27.832
-0.517,-0.367,1.332,-64.453,55.542,16.907
-0.522,-0.264,1.188,-54.443,45.471,10.437
-0.528,-0.198,1.048,-36.621,42.969,8.789
-0.554,-0.129,0.935,-18.066,45.959,9.888
-0.597,-0.176,0.860,-4.089,54.199,10.742
-0.555,-0.072,0.834,-4.150,65.063,15.381
-0.483,-0.205,0.923,16.113,66.162,16.907
-0.482,-0.208,0.964,10.864,54.321,14.954
-0.495,-0.207,1.000,1.648,42.419,12.695
-0.523,-0.178,0.986,-5.310,34.790,11.475
-0.493,-0.179,0.919,-3.601,36.743,10.742
-0.466,-0.188,0.893,-2.502,38.147,9.277
-0.455,-0.156,0.898,-2.869,34.729,7.874
-0.453,-0.144,0.888,-1.343,28.564,5.127
-0.469,-0.115,0.875,-1.648,24.109,3.235
-0.492,-0.108,0.867,0.732,24.841,3.967
-0.520,-0.114,0.829,4.211,31.982,6.287
-0.436,-0.134,0.920,8.728,38.757,10.254
-0.488,-0.163,0.956,7.141,33.325,12.756
-0.429,-0.157,0.925,4.639,34.180,15.015
-0.428,-0.166,0.957,4.700,30.029,16.113
-0.417,-0.175,0.950,4.517,26.245,15.320
-0.408,-0.180,0.936,7.019,23.254,13.611
-0.407,-0.204,0.942,8.179,18.677,12.207
-0.407,-0.210,0.935,6.165,14.832,11.108
-0.415,-0.197,0.921,3.601,12.451,11.230
-0.410,-0.211,0.901,3.540,12.939,11.169
-0.414,-0.220,0.901,2.441,14.526,11.353
-0.413,-0.223,0.892,1.465,16.357,11.597
-0.410,-0.222,0.886,1.221,18.250,12.512
-0.401,-0.222,0.883,1.526,19.897,13.000
-0.392,-0.226,0.873,3.723,20.508,12.939
-0.383,-0.227,0.868,4.578,20.386,12.207
-0.375,-0.226,0.866,4.272,19.165,10.864
-0.371,-0.220,0.869,2.441,16.418,9.705
-0.374,-0.214,0.876,0.732,13.489,8.301
-0.383,-0.206,0.875,-0.061,10.437,7.568
-0.380,-0.207,0.870,1.038,9.033,8.484
-0.380,-0.205,0.864,2.808,9.521,9.216
-0.381,-0.213,0.864,5.432,11.108,9.949
-0.375,-0.217,0.858,7.629,14.282,11.414
-0.361,-0.218,0.858,8.240,16.541,12.451
-0.358,-0.217,0.876,7.812,17.151,12.085
-0.350,-0.214,0.900,7.141,16.846,11.292
-0.352,-0.213,0.918,5.859,15.198,10.071
-0.348,-0.216,0.928,5.554,13.000,8.545
-0.349,-0.220,0.933,5.310,10.010,6.653
-0.349,-0.225,0.932,4.639,7.080,5.066
-0.350,-0.228,0.929,4.456,5.432,3.723
-0.351,-0.232,0.933,4.211,5.066,2.991
-0.350,-0.236,0.936,3.601,4.822,2.136
-0.351,-0.233,0.944,2.441,4.395,1.831
-0.353,-0.229,0.948,2.502,3.418,0.977
-0.351,-0.227,0.948,3.479,2.441,0.854
-0.345,-0.233,0.944,5.005,1.770,0.793
-0.343,-0.237,0.933,5.493,0.244,0.427
-0.342,-0.241,0.920,5.432,-0.977,-0.671
-0.340,-0.243,0.908,4.944,-2.319,-1.953
-0.343,-0.242,0.899,4.272,-3.235,-3.113
-0.340,-0.237,0.897,3.906,-3.723,-3.967
-0.340,-0.231,0.895,3.967,-3.723,-4.578
-0.339,-0.226,0.893,3.601,-3.540,-4.822
-0.341,-0.226,0.890,4.272,-3.113,-5.676
-0.347,-0.224,0.887,4.639,-2.747,-5.981
-0.347,-0.218,0.882,4.028,-2.319,-6.226
-0.361,-0.213,0.881,3.540,-2.197,-5.615
-0.367,-0.206,0.887,3.174,-1.160,-4.150
-0.369,-0.203,0.889,2.991,-0.305,-2.075
-0.366,-0.207,0.892,2.808,0.427,0.732
-0.351,-0.218,0.901,2.625,1.160,2.136
-0.344,-0.232,0.905,2.136,1.160,1.953
-0.343,-0.240,0.905,1.953,-0.488,0.732
-0.340,-0.233,0.908,1.160,-2.136,-0.610
-0.341,-0.221,0.911,1.099,-3.357,-2.197
-0.343,-0.209,0.906,1.709,-4.578,-3.174
-0.350,-0.207,0.898,2.686,-5.066,-3.479
-0.353,-0.202,0.888,4.211,-4.333,-4.150
-0.359,-0.199,0.882,4.333,-2.930,-3.906
-0.363,-0.199,0.880,3.540,-1.770,-3.052
-0.364,-0.200,0.883,2.930,-1.099,-1.648
-0.358,-0.203,0.889,1.831,-0.305,0.000
-0.346,-0.212,0.897,1.648,0.061,0.793
-0.351,-0.231,0.907,2.747,0.000,0.366
-0.344,-0.230,0.902,5.249,-0.732,-1.526
-0.349,-0.221,0.896,5.615,-2.686,-3.418
-0.359,-0.209,0.895,4.944,-4.333,-4.700
-0.367,-0.206,0.894,4.639,-5.127,-5.432
-0.370,-0.201,0.884,4.395,-5.066,-4.761
-0.376,-0.204,0.875,3.601,-4.578,-3.479

-0.341,0.906,-1.759,-11.536,88.074,-6.592
-0.409,1.006,-1.902,2.380,125.549,16.785
-0.356,0.989,-1.905,6.714,161.987,61.157
-0.230,0.909,-1.851,6.958,192.261,116.089
-0.068,0.770,-1.755,7.019,228.149,165.344
0.071,0.550,-1.596,1.831,261.963,207.275
0.181,0.340,-1.397,-12.878,289.429,234.253
0.265,0.085,-1.148,-48.462,309.326,237.610
0.295,-0.062,-0.819,-94.543,319.641,226.990
0.329,-0.139,-0.473,-119.751,325.378,204.590
0.337,-0.165,-0.126,-123.230,328.064,171.631
0.271,-0.139,0.144,-104.858,325.134,136.292
0.156,-0.102,0.342,-80.139,321.533,107.666
0.005,-0.110,0.455,-52.002,319.214,88.440
-0.112,-0.173,0.480,-30.823,322.021,80.261
-0.187,-0.224,0.489,-36.255,326.172,84.595
-0.154,-0.231,0.575,-64.453,327.026,92.590
-0.137,-0.171,0.683,-100.647,327.209,100.220
-0.137,-0.113,0.852,-125.061,325.623,104.980
-0.115,-0.091,1.039,-127.625,323.853,111.145
-0.145,-0.150,1.295,-119.141,319.946,115.967
-0.168,-0.234,1.541,-104.248,313.477,114.563
-0.161,-0.325,1.656,-82.031,302.490,106.995
-0.197,-0.431,1.740,-60.242,284.851,89.966
-0.241,-0.493,1.772,-44.983,262.268,68.665
-0.290,-0.537,1.733,-34.058,239.563,49.194
-0.356,-0.528,1.617,-28.442,213.562,36.255
-0.384,-0.456,1.471,-30.701,187.744,31.433
-0.376,-0.356,1.369,-36.804,169.800,28.870
-0.435,-0.273,1.358,-45.227,164.917,29.114
-0.449,-0.219,1.398,-52.734,175.293,32.349
-0.438,-0.191,1.487,-49.866,187.134,38.452
-0.414,-0.199,1.549,-36.011,191.772,46.082
-0.418,-0.244,1.647,-18.250,189.819,53.833
-0.292,-0.416,1.580,-3.357,181.885,56.946
-0.236,-0.467,1.644,-4.395,156.433,53.772
-0.336,-0.460,1.624,-15.991,113.098,42.725
-0.335,-0.388,1.483,-24.170,79.102,30.273
-0.368,-0.374,1.386,-23.132,51.880,17.029
-0.375,-0.351,1.254,-24.719,37.109,2.869
-0.398,-0.269,1.221,-26.733,30.090,-6.104
-0.397,-0.220,1.168,-21.667,30.334,-11.963
-0.414,-0.221,1.160,-12.146,35.889,-12.573
-0.401,-0.142,1.196,-8.911,40.649,-6.775
-0.417,-0.206,1.185,2.441,42.664,-0.122
-0.367,-0.182,1.132,8.606,43.579,3.357
-0.354,-0.238,1.118,14.221,36.316,7.507
-0.337,-0.219,1.033,13.489,27.344,7.263
-0.315,-0.219,0.977,14.709,17.639,6.104
-0.328,-0.201,0.903,11.841,9.644,1.831
-0.336,-0.170,0.856,10.681,6.409,-1.587
-0.353,-0.179,0.844,8.362,6.409,-3.418
-0.370,-0.173,0.838,3.540,9.460,-4.089
-0.374,-0.163,0.851,0.366,14.099,-2.014
-0.375,-0.175,0.863,-1.404,18.982,1.526
-0.355,-0.174,0.867,-3.235,23.804,6.042
-0.332,-0.186,0.885,-1.648,25.574,9.399
-0.314,-0.199,0.893,0.671,25.208,10.193
-0.300,-0.203,0.903,2.441,23.010,9.399
-0.298,-0.206,0.916,3.296,19.897,7.568
-0.306,-0.205,0.923,3.296,17.578,5.432
-0.318,-0.205,0.937,3.845,15.991,4.395
-0.327,-0.214,0.952,4.028,15.686,4.517
-0.327,-0.218,0.970,2.747,16.724,5.310
-0.320,-0.228,0.994,1.221,18.433,6.226
-0.305,-0.226,1.004,1.038,18.921,6.531
-0.292,-0.230,1.011,0.671,17.456,6.042
-0.285,-0.235,1.013,0.244,13.611,5.493
-0.278,-0.242,1.007,0.305,8.423,4.517
-0.280,-0.249,0.991,0.488,2.136,2.991
-0.282,-0.250,0.970,1.648,-3.601,1.465
-0.289,-0.253,0.940,3.723,-7.141,0.122
-0.300,-0.254,0.913,5.493,-8.362,-0.977
-0.302,-0.244,0.900,5.249,-7.690,-0.977
-0.308,-0.231,0.896,4.456,-5.798,-0.305
-0.314,-0.220,0.901,3.174,-3.113,0.977
-0.316,-0.216,0.904,3.540,0.061,2.380
-0.312,-0.218,0.910,3.784,2.258,3.845
-0.303,-0.229,0.917,3.723,3.174,4.395
-0.297,-0.242,0.916,3.601,2.563,3.784
-0.291,-0.252,0.912,2.319,0.488,2.869
-0.292,-0.255,0.908,1.770,-2.014,0.671
-0.288,-0.255,0.907,2.075,-3.540,-1.709
-0.287,-0.248,0.904,3.357,-3.601,-3.113
-0.291,-0.245,0.894,5.066,-3.235,-4.211
-0.297,-0.233,0.893,6.042,-2.930,-4.456
-0.302,-0.221,0.888,5.615,-1.892,-3.906
-0.305,-0.215,0.887,4.944,-0.854,-2.686
-0.306,-0.217,0.882,4.028,0.000,-0.854
-0.306,-0.223,0.881,1.953,1.221,1.099
-0.301,-0.230,0.881,0.305,2.502,2.258
-0.294,-0.235,0.881,-0.793,2.869,2.686
-0.292,-0.235,0.895,-2.380,2.686,2.014
-0.293,-0.230,0.912,-2.136,3.601,0.549
-0.289,-0.222,0.919,-0.549,3.662,-0.793
-0.292,-0.216,0.925,0.427,2.869,-1.282
-0.296,-0.218,0.931,1.038,2.075,-1.770
-0.300,-0.217,0.934,0.610,1.709,-1.648
-0.302,-0.217,0.940,-0.183,1.526,-0.854
-0.304,-0.219,0.942,-0.732,1.160,-0.366
-0.303,-0.221,0.942,-1.038,0.732,0.183
-0.290,-0.214,0.941,-0.305,0.427,0.427
-0.284,-0.206,0.940,0.488,-0.183,0.427
-0.285,-0.201,0.932,2.075,-0.977,-0.061
-0.286,-0.201,0.927,3.052,-1.465,-0.732
-0.289,-0.203,0.921,3.418,-2.686,-1.526
-0.290,-0.204,0.915,3.479,-3.540,-2.136
-0.295,-0.208,0.915,3.052,-3.967,-2.197
-0.296,-0.215,0.916,2.625,-3.540,-2.258
-0.300,-0.224,0.915,1.831,-3.540,-2.197
-0.302,-0.226,0.917,1.282,-3.357,-1.892
-0.298,-0.224,0.920,1.526,-2.747,-1.953
-0.297,-0.221,0.921,1.648,-2.563,-2.075
-0.293,-0.218,0.920,2.075,-3.052,-2.197
-0.295,-0.216,0.919,1.648,-3.845,-2.686
-0.294,-0.216,0.912,2.014,-4.395,-3.052
-0.299,-0.216,0.905,2.625,-5.066,-3.174
-0.303,-0.218,0.900,2.502,-5.310,-3.296
-0.307,-0.224,0.896,1.953,-4.883,-2.991

-0.471,0.898,-1.510,58.167,47.363,58.411
-0.395,0.918,-1.600,39.734,80.261,81.482
-0.351,0.969,-1.657,9.521,115.723,104.614
-0.200,1.001,-1.584,-23.315,155.090,127.930
-0.057,1.007,-1.454,-53.223,192.017,149.658
-0.005,0.998,-1.291,-75.378,224.976,167.847
0.048,0.936,-1.137,-84.656,252.991,184.265
0.061,0.776,-0.976,-85.266,274.414,200.623
0.107,0.614,-0.846,-92.224,294.678,215.149
0.200,0.460,-0.675,-103.699,310.120,221.558
0.330,0.301,-0.470,-115.295,322.021,219.421
0.367,0.156,-0.261,-119.568,330.505,203.674
0.293,0.049,-0.073,-126.160,333.374,181.091
0.281,-0.034,0.169,-131.592,334.717,158.203
0.254,-0.160,0.446,-132.385,336.304,136.597
0.202,-0.285,0.692,-129.456,335.754,115.234
0.079,-0.409,0.882,-125.488,331.116,95.520
-0.053,-0.433,1.095,-127.808,322.388,81.909
-0.181,-0.391,1.253,-131.531,317.017,74.585
-0.365,-0.361,1.442,-130.066,319.580,72.632
-0.404,-0.293,1.566,-119.019,330.505,80.750
-0.365,-0.282,1.665,-95.398,338.074,95.520
-0.316,-0.309,1.685,-72.205,335.937,111.267
-0.241,-0.360,1.712,-59.509,321.106,122.314
-0.235,-0.410,1.791,-56.335,290.955,124.573
-0.244,-0.471,1.849,-55.298,256.836,116.150
-0.256,-0.499,1.865,-50.842,226.929,101.563
-0.296,-0.554,1.876,-44.739,199.524,86.182
-0.319,-0.604,1.841,-40.161,176.758,69.885
-0.317,-0.616,1.772,-38.025,154.785,52.429
-0.332,-0.595,1.683,-41.687,131.348,32.837
-0.378,-0.526,1.566,-54.199,109.253,14.465
-0.437,-0.394,1.558,-67.200,91.492,4.150
-0.538,-0.271,1.431,-79.895,79.163,-0.854
-0.510,-0.030,1.527,-69.763,75.073,8.362
-0.448,-0.193,1.446,-20.935,70.129,10.620
-0.492,-0.214,1.335,2.258,70.862,8.545
-0.504,-0.217,1.298,5.066,68.237,13.794
-0.510,-0.227,1.268,2.441,64.331,18.372
-0.485,-0.218,1.254,-0.183,57.739,24.048
-0.437,-0.264,1.216,3.113,52.551,24.536
-0.418,-0.273,1.178,5.066,46.997,20.874
-0.435,-0.300,1.086,3.357,38.940,16.235
-0.359,-0.183,1.145,2.197,29.846,14.648
-0.370,-0.241,1.083,10.498,13.306,9.277
-0.365,-0.207,0.956,8.545,7.690,3.479
-0.384,-0.162,0.938,5.493,4.028,3.479
-0.394,-0.157,0.922,4.944,3.601,5.005
-0.396,-0.155,0.893,7.385,7.507,6.348
-0.382,-0.168,0.879,9.460,12.939,8.545
-0.407,-0.188,0.873,8.362,18.250,10.193
-0.388,-0.165,0.875,6.470,23.010,14.038
-0.366,-0.180,0.880,7.385,26.489,16.785
-0.340,-0.207,0.903,6.470,26.367,16.296
-0.332,-0.202,0.920,2.380,21.484,14.221
-0.330,-0.198,0.927,0.305,14.771,11.292
-0.340,-0.188,0.925,-0.793,7.812,8.118
-0.350,-0.184,0.911,0.427,2.747,6.042
-0.357,-0.193,0.900,1.770,1.526,4.456
-0.359,-0.195,0.896,3.906,2.075,3.479
-0.366,-0.197,0.902,3.540,4.211,3.601
-0.370,-0.198,0.915,3.662,6.775,5.188
-0.361,-0.197,0.922,4.333,10.559,6.653
-0.353,-0.199,0.928,5.127,12.756,8.301
-0.341,-0.200,0.928,5.737,14.160,8.484
-0.334,-0.203,0.929,5.127,13.672,8.057
-0.328,-0.208,0.931,2.930,11.169,6.958
-0.328,-0.208,0.935,1.099,5.981,6.409
-0.335,-0.209,0.931,0.122,1.160,5.371
-0.340,-0.214,0.922,0.793,-1.648,4.456
-0.341,-0.222,0.904,2.502,-3.479,3.723
-0.340,-0.232,0.894,3.601,-3.296,3.418
-0.344,-0.233,0.885,5.066,-2.075,2.380
-0.348,-0.226,0.887,4.700,0.061,2.319
-0.347,-0.222,0.890,4.150,3.113,2.502
-0.344,-0.220,0.895,3.174,4.578,3.845
-0.335,-0.222,0.899,2.563,4.883,4.883
-0.329,-0.225,0.901,1.709,4.272,5.798
-0.320,-0.231,0.898,1.709,3.601,5.432
-0.317,-0.241,0.893,1.770,0.671,4.333
-0.320,-0.245,0.891,1.099,-2.563,2.380
-0.322,-0.237,0.887,0.549,-4.150,0.244
-0.330,-0.232,0.883,0.183,-4.517,-1.953
-0.342,-0.223,0.882,0.854,-4.578,-2.747
-0.341,-0.210,0.878,1.953,-2.869,-3.601
-0.352,-0.199,0.880,0.793,-2.014,-3.113
-0.355,-0.193,0.883,0.427,0.305,-2.258
-0.348,-0.191,0.888,1.587,2.197,-1.526
-0.339,-0.192,0.889,0.427,3.662,-0.061
-0.330,-0.194,0.895,0.427,3.601,0.793
-0.324,-0.191,0.899,0.427,2.930,0.488
-0.324,-0.187,0.899,0.183,1.099,-0.305
-0.327,-0.176,0.905,-0.854,-0.427,-1.038
-0.335,-0.169,0.911,-1.343,-2.014,-1.343
-0.344,-0.167,0.916,-2.380,-2.136,-0.916
-0.353,-0.169,0.913,-0.916,-1.343,-0.244
-0.353,-0.170,0.912,0.671,0.122,1.221
-0.355,-0.174,0.910,0.793,0.793,3.052
-0.352,-0.174,0.908,0.427,2.014,4.517
-0.344,-0.177,0.909,-0.610,3.540,6.165
-0.336,-0.186,0.912,-0.244,4.700,7.568
-0.325,-0.190,0.912,1.099,5.249,7.812
-0.321,-0.191,0.912,1.038,4.761,6.836
-0.318,-0.190,0.916,0.427,3.418,5.798
-0.321,-0.188,0.921,0.000,1.953,5.005
-0.326,-0.189,0.914,0.000,0.793,4.578
-0.327,-0.195,0.912,0.854,0.366,4.822
-0.329,-0.198,0.908,1.160,0.427,5.371
-0.328,-0.203,0.907,0.183,1.953,5.432
-0.328,-0.203,0.907,2.136,1.404,5.554
-0.322,-0.202,0.903,4.028,2.319,4.700
-0.324,-0.199,0.898,5.371,2.747,4.395
-0.324,-0.198,0.889,7.507,3.235,3.906
-0.321,-0.200,0.882,7.751,4.028,3.784
-0.321,-0.201,0.880,6.592,3.601,3.479
-0.322,-0.200,0.881,4.456,3.662,2.869
-0.321,-0.204,0.892,2.014,4.089,2.869
-0.317,-0.208,0.901,1.343,4.639,2.686
-0.313,-0.213,0.906,2.014,4.517,2.014

-0.005,-0.561,1.990,-38.879,186.707,70.801
-0.054,-0.388,2.101,-42.664,158.752,64.209
-0.029,-0.466,2.092,-23.926,122.437,54.626
-0.078,-0.503,1.949,-9.888,86.182,35.339
-0.142,-0.443,1.841,-11.169,53.955,21.301
-0.176,-0.425,1.694,-9.399,30.518,8.728
-0.210,-0.369,1.552,-9.033,14.160,-0.366
-0.240,-0.303,1.419,-6.653,4.944,-3.113
-0.271,-0.271,1.299,2.319,2.930,-1.465
-0.215,-0.267,1.178,10.742,4.700,0.000
-0.231,-0.283,1.128,15.259,3.723,0.977
-0.219,-0.290,1.045,12.756,1.221,0.977
-0.245,-0.252,0.999,6.653,-2.563,1.526
-0.244,-0.201,0.965,5.249,-5.737,3.113
-0.234,-0.233,0.942,13.855,-8.484,1.648
-0.235,-0.238,0.891,20.447,-9.644,-2.808
-0.252,-0.224,0.852,22.522,-9.033,-5.005
-0.245,-0.223,0.824,23.254,-7.202,-5.798
-0.251,-0.220,0.811,20.142,-5.798,-5.615
-0.249,-0.217,0.806,14.465,-3.906,-3.540
-0.248,-0.214,0.811,7.874,-0.977,-1.099
-0.246,-0.200,0.827,2.319,1.770,1.709
-0.241,-0.199,0.850,-0.122,4.639,3.479
-0.243,-0.197,0.874,-1.343,5.859,4.150
-0.246,-0.201,0.902,-2.869,6.165,3.723
-0.255,-0.201,0.917,-3.418,4.944,3.235
-0.258,-0.205,0.925,-3.113,3.357,2.686
-0.258,-0.210,0.928,-2.014,1.587,2.502
-0.256,-0.220,0.929,-0.854,0.610,2.197
-0.256,-0.218,0.927,0.061,-0.122,0.854
-0.260,-0.212,0.929,0.122,0.305,-0.061
-0.256,-0.201,0.941,0.061,1.648,0.427
-0.252,-0.198,0.959,-0.427,3.357,1.587
-0.252,-0.207,0.969,-0.488,4.517,3.235
-0.243,-0.212,0.972,-0.549,4.578,4.944
-0.235,-0.221,0.980,-1.709,3.601,5.676
-0.231,-0.229,0.985,-2.258,1.648,4.761
-0.228,-0.240,0.978,-1.343,-0.977,3.235
-0.229,-0.247,0.967,0.000,-2.747,1.587
-0.233,-0.251,0.948,1.587,-4.761,-0.183
-0.235,-0.239,0.930,-0.061,-5.188,-1.648
-0.238,-0.225,0.924,-0.488,-5.737,-2.991
-0.239,-0.211,0.925,-1.221,-5.310,-3.479
-0.246,-0.195,0.924,-1.038,-4.456,-3.723
-0.255,-0.186,0.929,0.244,-3.235,-2.930
-0.258,-0.182,0.931,1.160,-1.953,-1.282
-0.254,-0.183,0.932,1.831,-0.916,0.610
-0.250,-0.190,0.936,2.075,-0.732,1.831
-0.247,-0.196,0.936,1.892,-1.465,1.526
-0.251,-0.203,0.935,1.465,-3.235,0.366
-0.255,-0.208,0.926,2.380,-4.822,-0.854
-0.255,-0.204,0.919,2.747,-5.432,-1.709
-0.256,-0.199,0.912,2.991,-5.615,-2.380
-0.259,-0.193,0.908,2.686,-5.371,-2.502
-0.263,-0.189,0.906,1.221,-4.944,-2.319
-0.267,-0.186,0.908,0.305,-4.456,-1.465
-0.262,-0.188,0.907,-0.061,-3.784,-0.122
-0.259,-0.196,0.912,-0.732,-3.113,0.549
-0.258,-0.205,0.912,-0.610,-2.563,0.732
-0.257,-0.214,0.916,-0.366,-2.075,0.305
-0.255,-0.220,0.918,-0.610,-2.380,-0.366
-0.250,-0.215,0.924,-0.916,-2.563,-1.160
-0.249,-0.199,0.938,-1.282,-3.113,-2.136
-0.253,-0.192,0.948,-0.061,-3.479,-3.052
-0.253,-0.187,0.949,2.686,-3.418,-3.357
-0.251,-0.189,0.946,4.761,-3.479,-3.784
-0.258,-0.191,0.943,4.822,-4.089,-4.333
-0.265,-0.189,0.942,3.906,-4.944,-3.784
-0.268,-0.187,0.943,2.258,-5.249,-2.930
-0.271,-0.184,0.942,0.977,-5.310,-2.014
-0.271,-0.182,0.939,0.488,-4.761,-0.305
-0.262,-0.186,0.938,0.549,-3.662,1.343
-0.259,-0.193,0.938,1.221,-2.502,1.709
-0.257,-0.191,0.940,2.014,-2.380,1.404
-0.258,-0.192,0.942,2.502,-2.808,0.488
-0.262,-0.190,0.941,2.869,-3.967,-0.244
-0.266,-0.191,0.940,2.869,-5.127,-0.916
-0.269,-0.192,0.932,3.174,-6.348,-1.282
-0.271,-0.195,0.929,2.808,-6.592,-1.038
-0.269,-0.201,0.923,2.747,-6.409,-0.916
-0.268,-0.205,0.923,2.197,-6.287,-0.366
-0.271,-0.207,0.927,2.319,-5.737,-0.244
-0.268,-0.203,0.932,2.625,-4.517,0.183
-0.267,-0.200,0.933,3.296,-3.662,0.732
-0.265,-0.196,0.940,3.723,-2.808,1.221
-0.268,-0.194,0.938,4.028,-3.052,1.465
-0.270,-0.196,0.936,4.089,-3.723,1.587
-0.268,-0.200,0.927,4.211,-4.639,1.160
-0.271,-0.200,0.920,3.784,-5.676,0.488
-0.270,-0.203,0.920,3.296,-6.165,-0.061
-0.271,-0.206,0.920,2.869,-5.859,-0.061
-0.269,-0.213,0.927,2.136,-5.371,-0.427
-0.271,-0.222,0.931,1.709,-5.859,-0.732
-0.273,-0.221,0.933,1.526,-6.775,-1.404
-0.273,-0.212,0.932,1.221,-7.690,-2.136
-0.281,-0.202,0.935,2.258,-7.996,-2.441
-0.286,-0.196,0.929,4.211,-7.263,-1.770
-0.288,-0.197,0.919,5.676,-5.371,-0.549
-0.285,-0.202,0.915,5.676,-4.395,0.793
-0.279,-0.207,0.911,4.211,-3.723,1.160
-0.277,-0.211,0.915,2.319,-3.906,1.343
-0.275,-0.217,0.922,2.136,-4.395,1.099
-0.273,-0.215,0.923,1.221,-4.883,0.366
-0.272,-0.223,0.927,2.075,-5.737,-0.671
-0.274,-0.215,0.927,1.892,-6.348,-1.892
-0.278,-0.207,0.921,1.953,-7.019,-2.563
-0.286,-0.203,0.925,1.831,-7.385,-2.930
-0.293,-0.195,0.921,2.319,-6.958,-2.869
-0.292,-0.193,0.915,3.296,-6.531,-2.441
-0.295,-0.195,0.909,3.784,-5.737,-1.465
-0.291,-0.199,0.910,2.991,-4.883,-0.671
-0.291,-0.201,0.914,1.770,-4.456,-0.305
-0.289,-0.204,0.918,1.343,-4.272,-0.183
-0.290,-0.203,0.918,1.648,-4.456,-0.732
-0.293,-0.202,0.917,2.747,-5.066,-2.014
-0.296,-0.192,0.922,3.723,-5.920,-2.625
-0.297,-0.190,0.923,3.906,-6.042,-2.502
-0.300,-0.196,0.927,3.479,-5.493,-2.136
-0.299,-0.199,0.929,3.357,-5.371,-1.587

-0.429,1.006,-1.508,121.094,12.939,72.998
-0.327,1.081,-1.644,106.934,34.912,90.576
-0.250,1.147,-1.759,92.163,67.932,114.258
-0.189,1.147,-1.774,75.317,109.314,142.822
-0.211,1.056,-1.655,51.392,156.921,172.485
-0.126,0.909,-1.424,16.663,205.322,202.942
0.022,0.752,-1.141,-16.113,241.028,229.980
0.092,0.555,-0.898,-50.293,263.123,247.314
0.141,0.426,-0.600,-84.290,271.667,248.596
0.165,0.372,-0.445,-96.313,279.114,240.662
0.194,0.321,-0.334,-91.125,289.490,227.478
0.264,0.220,-0.192,-78.491,294.922,212.036
0.253,0.126,-0.025,-74.036,290.710,198.181
0.017,0.015,0.142,-76.843,288.574,183.411
-0.192,-0.146,0.392,-85.815,297.974,180.176
-0.213,-0.275,0.660,-97.656,319.397,187.256
-0.046,-0.287,0.865,-100.952,333.618,198.425
0.009,-0.290,0.916,-90.027,323.303,204.163
-0.021,-0.292,0.894,-78.186,300.110,201.355
-0.018,-0.319,0.808,-71.228,281.677,195.557
-0.008,-0.355,0.746,-75.806,269.836,185.303
-0.089,-0.364,0.835,-92.529,260.498,172.424
-0.248,-0.427,1.090,-106.323,264.526,162.781
-0.292,-0.513,1.376,-104.675,285.828,164.062
-0.182,-0.621,1.609,-92.407,312.012,170.593
-0.100,-0.760,1.792,-77.087,326.782,173.584
-0.050,-0.890,1.889,-67.688,321.594,168.518
-0.001,-0.931,1.885,-66.956,296.509,154.724
-0.025,-0.918,1.827,-76.965,254.395,131.226
-0.083,-0.856,1.727,-90.515,205.444,102.722
-0.173,-0.736,1.646,-106.506,156.677,76.660
-0.294,-0.605,1.623,-114.929,117.676,58.044
-0.364,-0.523,1.609,-104.980,100.220,49.255
-0.408,-0.643,1.552,-74.219,104.004,50.049
-0.460,-0.422,1.597,-48.645,117.126,58.411
-0.368,-0.472,1.615,-4.639,124.146,74.402
-0.229,-0.680,1.510,29.480,119.019,72.388
-0.167,-0.729,1.416,32.166,105.347,61.340
-0.161,-0.736,1.361,18.066,81.726,45.105
-0.155,-0.704,1.316,0.000,53.467,24.719
